time,gaikei_value,naikei_value,okuri_velocity,hiki_velocity,H1PV,H2PV,H3PV,H4-1PV,H4-2PV,H4-3PV,H4-4PV,H5PV,H6PV,H7PV,H1MV,H2MV,H3MV,H4-1MV,H4-2MV,H4-3MV,H4-4MV,H5MV,H6MV,H7MV,roshinkann_PV1,roshinkann_PV2,roshinkann_PV3,roshinkann_PV4,roshinkann_PV5,roshinkann_PV6,roshinkann_PV7,roshinkann_PV8,roshinkann_PV9,roshinkann_PV10
2022-02-14 18:13:37,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.4,755.6,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,745.9
2022-02-14 18:13:38,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.3,755.6,725.2,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,745.9
2022-02-14 18:13:39,1.801,0.0,0.0,0.0,742.9,780.7,827.0,882.3,898.9,899.5,887.5,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.6,841.2,894.6,892.7,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:40,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,745.9
2022-02-14 18:13:41,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.6,841.3,894.5,892.7,890.4,891.6,835.7,786.3,745.8
2022-02-14 18:13:42,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.5,841.3,894.5,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:43,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.5,841.3,894.5,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:44,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.2,791.5,841.3,894.6,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:45,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.5,841.3,894.6,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:46,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.5,841.3,894.6,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:47,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.6,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.5,841.3,894.6,892.7,890.4,891.6,835.6,786.3,745.8
2022-02-14 18:13:48,1.801,0.0,0.0,0.0,742.9,780.8,827.1,882.3,898.9,899.5,887.5,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.1,791.6,841.2,894.5,892.7,890.4,891.6,835.7,786.3,745.8
2022-02-14 18:13:49,1.801,0.0,0.0,0.0,742.9,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.1,791.6,841.2,894.5,892.7,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:50,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.2,894.5,892.7,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:51,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:52,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:53,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:54,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:55,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:56,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:57,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.4,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:58,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:59,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:14:00,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.8
